settlement_id,transaction_id,gateway_txn_id,settlement_date,gross_amount,net_amount,fee_deducted,settlement_status
SET_c1ffd8971,TXN_EEA39A7A,GW_6f6dde43a53,2026-09-03,4952.86,4853.8,99.06,SETTLED
SET_6ad5904f9,TXN_C0995B86,GW_2f01649750c,2026-08-20,2076.43,2034.9,41.53,SETTLED
SET_5ad152e86,TXN_5DAB08A6,GW_e0f4348ba16,2026-08-30,4717.41,4623.06,94.35,SETTLED
SET_8306e3e76,TXN_AC681C6E,GW_0f03ca4b64b,2026-08-15,123.04,120.58,2.46,SETTLED
SET_3acdb7877,TXN_1ABA4D5A,GW_18f6ce25c4a,2026-08-15,3043.38,2982.51,60.87,SETTLED
SET_11816078f,TXN_7861B306,GW_53a0ea68788,2026-08-24,1921.56,1883.13,38.43,SETTLED
SET_f8aee9704,TXN_DB57D22F,GW_dfd7a2d880f,2026-08-12,2774.79,2719.29,55.5,SETTLED
SET_2f593a655,TXN_2389BE01,GW_e4dc5a72b73,2026-09-03,1296.85,1270.91,25.94,SETTLED
SET_17e796e3e,TXN_24EBC2F9,GW_77f743c60b2,2026-08-14,336.96,330.22,6.74,SETTLED
SET_17d2609d4,TXN_855AE362,GW_4742e47c642,2026-08-21,1861.31,1824.08,37.23,SETTLED
SET_9c9eb7b66,TXN_667FC314,GW_adc2d773164,2026-08-15,2660.07,2606.87,53.2,SETTLED
SET_224706e13,TXN_CCDC85C7,GW_abc96320a3e,2026-08-26,1054.52,1033.43,21.09,SETTLED
SET_36b2d4401,TXN_711A392B,GW_6915dd77cfb,2026-08-26,3206.12,3142.0,64.12,SETTLED
SET_6a94551c5,TXN_6C78D198,GW_5ca310bf564,2026-08-23,745.03,730.13,14.9,SETTLED
SET_0f67f2adb,TXN_8E4C9833,GW_40a8df78e67,2026-08-06,2044.49,2003.6,40.89,SETTLED
SET_545b49554,TXN_4EF11D13,GW_bdbd25c5120,2026-09-01,4003.42,3923.35,81.52,SETTLED
SET_dfbc4d66b,TXN_63E2879D,GW_b0b81f5262a,2026-08-19,1756.58,1721.45,35.13,SETTLED
SET_edf438eca,TXN_01C5A130,GW_a79940b4e4b,2026-08-30,250.49,245.48,9.13,SETTLED
SET_4b7b0ded1,TXN_0A7697B8,GW_22d74617548,2026-08-07,1923.03,1884.57,38.46,SETTLED
SET_665ecab50,TXN_FCE965C6,GW_c0e142ea285,2026-08-10,2211.43,2167.2,44.23,SETTLED
SET_be859ebc9,TXN_25EE1688,GW_da64816ebb9,2026-08-21,3316.77,3250.43,66.34,SETTLED
SET_db878ba03,TXN_EC160045,GW_c9f2e2f62f1,2026-08-29,3936.31,3857.58,78.73,SETTLED
SET_a14b6abe9,TXN_F37CD6CE,GW_330c3f219ea,2026-08-08,2111.42,2069.19,42.23,SETTLED
SET_73c1469ff,TXN_4792C914,GW_8b2b5d62734,2026-08-29,1559.47,1528.28,31.19,SETTLED
SET_50cc7ca43,TXN_596D74AA,GW_746137db46a,2026-09-03,3173.26,3109.79,63.47,SETTLED
SET_4a327deb0,TXN_91DA9048,GW_8b9533cef57,2026-08-25,3481.89,3412.25,69.64,SETTLED
SET_65bc8949e,TXN_3B27C33F,GW_fad4ff39502,2026-08-25,1765.39,1730.08,35.31,SETTLED
SET_a157affbd,TXN_C264392A,GW_d1b15a853c0,2026-08-27,3380.34,3312.73,67.61,SETTLED
SET_538494255,TXN_0C1F6C8E,GW_fbcd9c0818d,2026-08-17,3157.03,3093.89,63.14,SETTLED
SET_7ca1ea5ee,TXN_BE982F80,GW_ff75e679d73,2026-08-08,1829.09,1792.51,36.58,SETTLED
SET_601ecaeb8,TXN_0B4309E7,GW_9fac334d8fd,2026-08-16,1446.66,1417.73,28.93,SETTLED
SET_f7d2efde7,TXN_A72C7B5A,GW_61132d44dbc,2026-08-18,1688.27,1654.5,33.77,SETTLED
SET_11a28553c,TXN_38173A16,GW_207c611ce44,2026-08-07,4833.21,4736.55,96.66,SETTLED
SET_2cb88fc65,TXN_0F3F798C,GW_71c2d9d12f9,2026-09-02,1036.19,1015.47,20.72,SETTLED
SET_f1f09b726,TXN_BEC1A738,GW_e212deb7719,2026-08-24,807.69,791.54,16.15,SETTLED
SET_894f8ed9b,TXN_35B02BC7,GW_642cfa68e6b,2026-08-16,1048.09,1027.13,20.96,SETTLED
SET_5b429c18b,TXN_8316F667,GW_3bcf2499cd0,2026-08-24,3614.83,3542.53,72.3,SETTLED
SET_9359f05f6,TXN_197AFA57,GW_9cbb464d97d,2026-08-18,4307.72,4221.57,86.15,SETTLED
SET_04343e495,TXN_23EEECCD,GW_d7e79c5d0fb,2026-08-21,1269.54,1244.15,25.39,SETTLED
SET_5d6ee2f92,TXN_B5B8E667,GW_04d7dfbd9d9,2026-08-18,1365.14,1337.84,27.3,SETTLED
SET_c461e9b88,TXN_E76EB608,GW_09f84b7ac55,2026-08-23,1135.18,1112.48,22.7,SETTLED
SET_f911b3a1a,TXN_D823B4BE,GW_a0362402dca,2026-08-06,4167.54,4084.19,83.35,SETTLED
SET_ed49d09b9,TXN_5127B7DC,GW_2d12ac372ce,2026-08-28,4209.2,4125.02,84.18,SETTLED
SET_a78ffe414,TXN_7CFEBF9B,GW_eb457db2be8,2026-08-10,2545.96,2495.04,50.92,SETTLED
SET_ae2f45de1,TXN_9399209B,GW_104b49ddb17,2026-08-16,2993.15,2933.29,59.86,SETTLED
SET_d7a601ccb,TXN_EA231524,GW_9e73e180807,2026-08-16,1829.59,1793.0,36.59,SETTLED
SET_cb14a0640,TXN_4F1741EC,GW_ea25d720fde,2026-08-25,979.65,960.06,19.59,SETTLED
SET_70b74832d,TXN_2BF680A9,GW_0435b38611f,2026-08-31,4801.34,4705.31,96.03,SETTLED
SET_c66a1a9d5,TXN_37763F2E,GW_0ed2da3ba5a,2026-09-04,3044.68,2983.79,60.89,SETTLED
SET_030690f33,TXN_3AF8BCC4,GW_20c2fb06020,2026-08-17,2525.16,2474.66,50.5,SETTLED
SET_46220bf0b,TXN_89968B2D,GW_d2128631f86,2026-09-03,1008.66,988.49,20.17,SETTLED
SET_e8d6bb640,TXN_C456D9D7,GW_0d803543910,2026-08-14,4283.18,4197.52,85.66,SETTLED
SET_ad50e7d51,TXN_AB296B1C,GW_6c45194fccd,2026-08-07,4195.53,4111.62,83.91,SETTLED
SET_0e82da7d5,TXN_FC4595B7,GW_f0e5e111793,2026-08-12,3573.87,3502.39,71.48,SETTLED
SET_6ad67c602,TXN_50DEAE4A,GW_7a927d50781,2026-08-27,2926.32,2867.79,58.53,SETTLED
SET_bce9ff1e4,TXN_56170DFD,GW_0c3b5fa41de,2026-08-19,2697.28,2643.33,53.95,SETTLED
SET_436c36a11,TXN_6EFBD401,GW_d7b49544778,2026-08-20,1800.95,1764.93,36.02,SETTLED
SET_bd8877e66,TXN_9370E97E,GW_2462c1a77be,2026-08-08,4249.97,4164.97,85.0,SETTLED
SET_f8f2021b1,TXN_D092ABDB,GW_80e75c1deca,2026-08-23,542.75,531.89,10.86,SETTLED
SET_2d8d25d05,TXN_2228711A,GW_c920f95620f,2026-08-24,2111.77,2069.53,42.24,SETTLED
SET_371c84d06,TXN_43322875,GW_7f1103045cb,2026-08-29,4702.73,4608.68,94.05,SETTLED
SET_a697ce401,TXN_70524F8B,GW_b959ff52995,2026-08-16,4192.01,4108.17,83.84,SETTLED
SET_7f153793b,TXN_9B9EA359,GW_95f40637fd7,2026-08-11,2808.14,2751.98,56.16,SETTLED
SET_99ee608cc,TXN_890CCD63,GW_bdb0be8fb64,2026-08-10,2194.89,2150.99,43.9,SETTLED
SET_8c8b63bc7,TXN_9325439D,GW_dc6462936d4,2026-08-13,3478.09,3408.53,69.56,SETTLED
SET_f1e787681,TXN_80DD0719,GW_2534e9dca4d,2026-08-23,4218.56,4134.19,84.37,SETTLED
SET_de9f35380,TXN_65348E3F,GW_ab56d632a8b,2026-08-24,1764.02,1728.74,35.28,SETTLED
SET_486b3edd9,TXN_47719424,GW_3aced50bbca,2026-08-20,932.1,913.46,18.64,SETTLED
SET_84d49e789,TXN_74B82A99,GW_57f1b630e12,2026-08-22,2112.41,2070.16,42.25,SETTLED
SET_73c55865c,TXN_C21339D4,GW_4b9dcbe057c,2026-09-03,4660.96,4567.74,93.22,SETTLED
SET_e30faf3da,TXN_C130AC39,GW_854373ba91a,2026-09-03,3119.49,3057.1,62.39,SETTLED
SET_4d8880c0f,TXN_2431FE3A,GW_7cd2104525c,2026-09-04,4684.4,4590.71,93.69,SETTLED
SET_dc39b3d24,TXN_B9880474,GW_8b67a36db64,2026-08-09,1524.74,1494.25,32.48,SETTLED
SET_064bef75b,TXN_A0D4B6F8,GW_4c9cb935fb0,2026-08-30,2528.26,2477.69,50.57,SETTLED
SET_a31bb9e31,TXN_A0814331,GW_64d4604623a,2026-08-10,3869.05,3791.67,77.38,SETTLED
SET_c1114a936,TXN_660ED043,GW_e742db442e8,2026-08-24,78.26,76.69,1.57,SETTLED
SET_4a452fe45,TXN_B31AB8B3,GW_5598108b371,2026-08-17,1451.67,1422.64,29.03,SETTLED
SET_f7b2f6866,TXN_2DA7F8D9,GW_b7f8ec3934c,2026-08-23,3732.37,3657.72,74.65,SETTLED
SET_ab425aa82,TXN_4E299B36,GW_946e83b4df5,2026-08-25,1330.59,1303.98,26.61,SETTLED
SET_f0231e3e7,TXN_8D0E31A9,GW_966a6ef89b9,2026-08-24,1744.82,1709.92,34.9,SETTLED
SET_627e39ea3,TXN_ADE5FDF9,GW_4dee120b04a,2026-09-03,3220.1,3155.7,66.37,SETTLED
SET_4315df8b3,TXN_70DEE0B9,GW_52fa41d6f6c,2026-09-01,2285.21,2239.51,45.7,SETTLED
SET_616467f02,TXN_4D409D13,GW_adc6f18c6e5,2026-08-10,2753.64,2698.57,55.07,SETTLED
SET_33fa76c85,TXN_F6DBF7E5,GW_5e0c9ae6c7d,2026-08-21,2115.75,2073.44,42.31,SETTLED
SET_bf5ff820f,TXN_A9AD16D8,GW_002eb3790ce,2026-09-03,3677.94,3604.38,73.56,SETTLED
SET_65c116812,TXN_ADD53E7F,GW_88214fc4dda,2026-08-08,1564.22,1532.94,31.28,SETTLED
SET_d9ac83d30,TXN_52367CAD,GW_832a8054a9e,2026-08-19,742.94,728.08,14.86,SETTLED
SET_fabab406f,TXN_6CBD4D97,GW_2b8f3d40648,2026-08-15,251.53,246.5,5.03,SETTLED
SET_3d552947b,TXN_D6D85C5C,GW_64b6a5f13ae,2026-08-19,1421.85,1393.41,28.44,SETTLED
SET_98f2ffca7,TXN_EC089A5A,GW_d029805c887,2026-08-12,2103.51,2061.44,42.07,SETTLED
SET_092722777,TXN_A1CEFC18,GW_58d02d444a0,2026-08-26,1607.31,1575.16,32.15,SETTLED
SET_c6cf40257,TXN_3ECA1724,GW_b8af85dea56,2026-08-15,1824.83,1788.33,36.5,SETTLED
SET_50f2ef0b8,TXN_06CE51F9,GW_10cc6838d15,2026-08-07,485.62,475.91,9.71,SETTLED
SET_08c3d81c9,TXN_F7DFE2F7,GW_be5794b781e,2026-08-07,350.92,343.9,7.02,SETTLED
SET_425a44ba7,TXN_A4A5CB8B,GW_331ef3c8b69,2026-08-08,772.52,757.07,15.45,SETTLED
SET_be18c5fc3,TXN_0313D8CA,GW_b5b082a5c42,2026-08-31,1099.25,1077.27,21.98,SETTLED
SET_655a6a2b8,TXN_ABE5C7D0,GW_07f150ecab6,2026-08-18,4450.28,4361.27,89.01,SETTLED
SET_71a70086c,TXN_5613EACD,GW_fca00d054ae,2026-08-09,1038.04,1017.28,20.76,SETTLED
SET_2718b4f9d,TXN_E28D46B6,GW_03c14a52f88,2026-08-07,3331.16,3264.54,66.62,SETTLED
SET_f7cddcb22,TXN_7F87E1F4,GW_40cec050988,2026-09-03,2230.12,2185.52,44.6,SETTLED
SET_894478e3d,TXN_004EBC1A,GW_30ea5b02b99,2026-08-17,1944.12,1905.24,38.88,SETTLED
SET_3010ca9bc,TXN_08F33063,GW_968e1bdd93d,2026-08-13,1617.83,1585.47,32.36,SETTLED
SET_e3d2bdcd3,TXN_070F41FC,GW_e3890c0c544,2026-08-23,4380.12,4292.52,87.6,SETTLED
SET_753bd9788,TXN_D8535CDF,GW_854af77d110,2026-08-30,2709.51,2655.32,54.19,SETTLED
SET_670574c67,TXN_21164F4F,GW_cd0afd44d5b,2026-08-09,1469.82,1440.42,29.4,SETTLED
SET_b9c8992ce,TXN_BD08D606,GW_251e810d4a1,2026-08-25,4435.05,4346.35,88.7,SETTLED
SET_33d4a947f,TXN_432355C9,GW_04517d9b495,2026-09-02,3141.11,3078.29,62.82,SETTLED
SET_154922d73,TXN_C3C09ABD,GW_c0e6cf881e3,2026-08-09,529.46,518.87,10.59,SETTLED
SET_c7a378705,TXN_70C9E07F,GW_b639334eb07,2026-08-26,763.95,748.67,15.28,SETTLED
SET_8a0cd9b66,TXN_0D602271,GW_3e0f8afc47e,2026-08-17,4812.97,4716.71,96.26,SETTLED
SET_d95d355cb,TXN_8E207E1E,GW_1c8137647d6,2026-09-01,697.07,683.13,13.94,SETTLED
SET_441bbb6d6,TXN_F66EC59F,GW_7b161d41e29,2026-09-01,4772.26,4676.81,95.45,SETTLED
SET_a885996d5,TXN_6704F8C5,GW_dc4317d9b71,2026-08-20,4673.55,4580.08,93.47,SETTLED
SET_db7e36396,TXN_A120060D,GW_16ba012820b,2026-08-31,4606.76,4514.62,92.14,SETTLED
SET_90f0bf443,TXN_41145E9A,GW_b18168ef187,2026-08-18,1868.24,1830.88,37.36,SETTLED
SET_9b43cafde,TXN_C61459F9,GW_f81069d9b96,2026-08-27,2783.04,2727.38,55.66,SETTLED
SET_f53d63220,TXN_BBAFF4F0,GW_ed89a91963e,2026-08-31,1341.36,1314.53,26.83,SETTLED
SET_caf25831e,TXN_25BD998E,GW_b9b5dc84343,2026-08-18,2713.63,2659.36,54.27,SETTLED
SET_1efe3c5d9,TXN_46AD3925,GW_7ac5af65ce2,2026-08-24,2880.27,2822.66,57.61,SETTLED
SET_1903a41c0,TXN_097D30A6,GW_005394f6720,2026-08-16,4166.21,4082.89,83.32,SETTLED
SET_ea3c1dd6c,TXN_C4E429B9,GW_41974c8f887,2026-08-07,2065.88,2024.56,41.32,SETTLED
SET_2f169c4c7,TXN_DB948BF6,GW_1f0148241d3,2026-08-06,3057.32,2996.17,61.15,SETTLED
SET_457d1aa20,TXN_F3F6E693,GW_0f82cb042c3,2026-08-19,2513.45,2463.18,50.27,SETTLED
SET_03364a692,TXN_40704604,GW_8a70e3e327b,2026-09-09,4973.7,4874.23,99.47,SETTLED
SET_8ff58f416,TXN_D5C80ADB,GW_047cc428f45,2026-08-14,2082.22,2040.58,41.64,SETTLED
SET_6681d697f,TXN_414BA159,GW_99cbb085ee3,2026-08-28,1600.28,1568.27,32.01,SETTLED
SET_4738437e8,TXN_64823C67,GW_927fe372848,2026-08-21,4945.2,4846.3,98.9,SETTLED
SET_4136e885a,TXN_6E0C697A,GW_d7899b70aef,2026-08-13,1527.56,1497.01,30.55,SETTLED
SET_dca0cf8b8,TXN_AE78D009,GW_f7edd2a9f5f,2026-08-10,1731.58,1696.95,34.63,SETTLED
SET_c272707c4,TXN_79713931,GW_8c1e21b7044,2026-08-09,1933.97,1895.29,38.68,SETTLED
SET_9ef4ef517,TXN_F5CAD205,GW_28280e4ade3,2026-08-29,4081.91,4000.27,81.64,SETTLED
SET_72c03195d,TXN_0FBF03D3,GW_612e601412d,2026-08-16,535.5,524.79,10.71,SETTLED
SET_b10d74f01,TXN_8CCEF24D,GW_91c466218e9,2026-08-11,2445.14,2396.24,48.9,SETTLED
SET_7bf93a191,TXN_6B514052,GW_895f3148350,2026-08-11,3671.6,3598.17,73.43,SETTLED
SET_385887cfe,TXN_8DE1AAD1,GW_4fd9745e308,2026-08-31,3613.2,3540.94,72.26,SETTLED
SET_f4e3d4e97,TXN_B2AADC34,GW_b55f5321dff,2026-08-23,2308.27,2262.1,46.17,SETTLED
SET_55ffd74f9,TXN_87377B29,GW_7eb7e200f83,2026-08-19,321.11,314.69,6.42,SETTLED
SET_93e8501c0,TXN_9F762179,GW_b9cacc48101,2026-08-13,3614.24,3541.96,72.28,SETTLED
SET_bf2b475eb,TXN_6F3B2764,GW_79547bdafab,2026-08-30,1291.8,1265.96,25.84,SETTLED
SET_7121b4683,TXN_56665585,GW_9460c381a84,2026-08-08,3229.61,3165.02,64.59,SETTLED
SET_20f154e97,TXN_9D53C8B1,GW_93afccf11ff,2026-09-01,3068.96,3007.58,61.38,SETTLED
SET_4d3683fcf,TXN_540F395D,GW_aea96c4c274,2026-08-08,4032.36,3951.71,80.65,SETTLED
SET_21a2069b6,TXN_4D376EB6,GW_9a097cc2a0a,2026-08-24,4600.93,4508.91,92.02,SETTLED
SET_598059fc3,TXN_A6FDF47F,GW_ebb91370be0,2026-08-22,881.07,863.45,17.62,SETTLED
SET_b95aece90,TXN_1A316695,GW_a2fe37a3868,2026-08-21,2986.11,2926.39,59.72,SETTLED
SET_fc9bb9d63,TXN_001B995B,GW_795381a95b4,2026-08-17,616.28,603.95,12.33,SETTLED
SET_70c8c72ec,TXN_CB670ECD,GW_5b1bc1783ae,2026-08-13,4226.79,4142.25,84.54,SETTLED
SET_e3761c710,TXN_323408C2,GW_d45c863ceea,2026-08-19,4611.97,4519.73,92.24,SETTLED
SET_8d34bf1ea,TXN_C91DB5EA,GW_feb32f322d5,2026-08-30,115.38,113.07,2.31,SETTLED
SET_aca201876,TXN_87DAECDB,GW_caae72c2c9d,2026-08-09,1768.9,1733.52,35.38,SETTLED
SET_758de39db,TXN_8EFD23BC,GW_d08a4ac3529,2026-08-18,1835.76,1799.04,36.72,SETTLED
SET_18fe12241,TXN_ED68E1E9,GW_23d2ea10f29,2026-08-21,4103.18,4021.12,82.06,SETTLED
SET_78a3f850f,TXN_CBD0A351,GW_94cadee259a,2026-08-20,1037.24,1016.5,20.74,SETTLED
SET_6822e09dd,TXN_0BBBED6E,GW_d7e49b74961,2026-08-14,2121.13,2078.71,42.42,SETTLED
SET_b8199a7ca,TXN_F6875142,GW_fe1010b6c25,2026-08-15,2088.01,2046.25,41.76,SETTLED
SET_658d5081d,TXN_1B464C4C,GW_2737480a3d1,2026-08-27,1465.69,1436.38,29.31,SETTLED
SET_663d558a7,TXN_87FA2660,GW_cf9708a52cc,2026-08-16,794.41,778.52,15.89,SETTLED
SET_6642ab087,TXN_A349E585,GW_583737900de,2026-08-11,1235.34,1210.63,24.71,SETTLED
SET_68dbd7d8c,TXN_9A352EB9,GW_e8127d9d20b,2026-09-02,3495.07,3425.17,69.9,SETTLED
SET_5ea338646,TXN_AA35EAD9,GW_2e10268151f,2026-08-06,3777.64,3702.09,75.55,SETTLED
SET_9b145d87b,TXN_87E62CD5,GW_bbdcf04d298,2026-08-30,2716.42,2662.09,54.33,SETTLED
SET_dab0b3823,TXN_54472864,GW_faa91aaee87,2026-08-13,4022.17,3941.73,80.44,SETTLED
SET_f08e04f7b,TXN_5C41BC1F,GW_3f8482db110,2026-08-31,430.1,421.5,8.6,SETTLED
SET_167276cbd,TXN_EDFC155F,GW_5b979442763,2026-08-26,4889.49,4791.7,97.79,SETTLED
SET_de5bdd138,TXN_7BAC8DB0,GW_638189fb549,2026-08-18,1129.33,1106.74,22.59,SETTLED
SET_c08096201,TXN_B1952320,GW_6f55f13b0e5,2026-08-22,828.89,812.31,16.58,SETTLED
SET_1726f3835,TXN_A2311843,GW_0567b855296,2026-08-06,3051.37,2990.34,61.03,SETTLED
SET_a87a5aa99,TXN_796DC8C9,GW_466d6553664,2026-08-06,1294.28,1268.39,30.7,SETTLED
SET_5e7a18286,TXN_D178333A,GW_a206737f737,2026-08-16,1942.58,1903.73,38.85,SETTLED
SET_b1ec7c3e4,TXN_FF89D227,GW_c884341be33,2026-08-18,1658.76,1625.58,33.18,SETTLED
SET_7c2d7db22,TXN_85F3779A,GW_9810b0476ea,2026-08-26,87.81,86.05,1.76,SETTLED
SET_6554689a0,TXN_03A70638,GW_30ac652eb58,2026-08-23,1149.33,1126.34,22.99,SETTLED
SET_4ac05a615,TXN_DC5E6F3A,GW_77ff44ae90b,2026-08-06,4730.82,4636.2,94.62,SETTLED
SET_296fa1756,TXN_F6B1BAAC,GW_587962697b6,2026-08-29,3234.14,3169.46,64.68,SETTLED
SET_1b4a585da,TXN_1339F33C,GW_3af1c628a8e,2026-08-13,1281.58,1255.95,25.63,SETTLED
SET_f9376b200,TXN_2CB2770F,GW_c652ec4a589,2026-09-04,2939.34,2880.55,58.79,SETTLED
SET_580072240,TXN_C29E02C1,GW_688d0e2d684,2026-08-15,4697.66,4603.71,93.95,SETTLED
SET_1cb8fd8c9,TXN_82F4F0E0,GW_3293bdba193,2026-08-25,1329.93,1303.33,26.6,SETTLED
SET_48b204a94,TXN_6E3A43CE,GW_59527b72606,2026-09-05,4193.01,4109.15,83.86,SETTLED
SET_8ca12128a,TXN_4F05EAAE,GW_92f7404bc4a,2026-08-27,2660.9,2607.68,53.22,SETTLED
SET_e0b7d226b,TXN_F7762D13,GW_f2f85bb8698,2026-08-22,4984.49,4884.8,99.69,SETTLED
SET_804b9139d,TXN_D6A7FEFC,GW_6e25e3a12ba,2026-09-03,416.56,408.23,10.36,SETTLED
SET_82598b53d,TXN_53BACA78,GW_4e2ba7866e9,2026-08-27,1989.7,1949.91,39.79,SETTLED
SET_cb37c9639,TXN_CA3FAF2E,GW_9fcdab8ae8a,2026-08-07,1474.87,1445.37,29.5,SETTLED
SET_ee4a8d207,TXN_17C126C9,GW_3da2bbbb4b9,2026-08-13,4947.47,4848.52,98.95,SETTLED
SET_ae8b9e99f,TXN_773FED37,GW_e33025c69a5,2026-08-16,3913.13,3834.87,78.26,SETTLED
SET_bae02b9a0,TXN_4A6E1DFC,GW_222ba3ad398,2026-09-03,497.14,487.2,9.94,SETTLED
SET_198ca9bfe,TXN_7314B431,GW_75734c9589d,2026-08-13,2107.68,2065.53,42.15,SETTLED
SET_12f6f42c0,TXN_68642E9A,GW_f28c9717ea3,2026-09-01,1861.1,1823.88,37.22,SETTLED
SET_23b18cd50,TXN_EBF4D263,GW_607ecdb0cd4,2026-08-20,2558.2,2507.04,51.16,SETTLED
SET_1b3193b67,TXN_035321A3,GW_124234b619a,2026-08-20,1959.48,1920.29,39.19,SETTLED
SET_407aca34d,TXN_17BB946F,GW_78bc8c77551,2026-08-27,3419.72,3351.33,68.39,SETTLED
SET_a53a95663,TXN_BF98870A,GW_e91721ca15e,2026-09-02,1183.38,1159.71,23.67,SETTLED
SET_3761aec60,TXN_BB486944,GW_da698f59873,2026-08-18,2819.38,2762.99,56.39,SETTLED
SET_a94dab667,TXN_914F5A31,GW_a440a15ccad,2026-08-12,4721.16,4626.74,94.42,SETTLED
SET_611229d26,TXN_458F7F06,GW_2cd1e8d6fdd,2026-08-07,2167.19,2123.85,43.34,SETTLED
SET_2bfafdfb4,TXN_0B472117,GW_b877e02ba33,2026-08-09,2286.41,2240.68,45.73,SETTLED
SET_c2b604d09,TXN_6A9B8982,GW_aa1ecd5f553,2026-08-31,922.9,904.44,18.46,SETTLED
SET_00242b8bd,TXN_938619A8,GW_fee440f3d6e,2026-08-30,3421.54,3353.11,68.43,SETTLED
SET_cecab0bf8,TXN_53A46FF5,GW_4132f449608,2026-08-31,3750.71,3675.7,75.01,SETTLED
SET_284fef5eb,TXN_8E77EBF0,GW_1ca3c8eef44,2026-08-19,473.37,463.9,9.47,SETTLED
SET_eb78292b2,TXN_677B8A2A,GW_79c9edf426d,2026-08-17,1955.63,1916.52,39.11,SETTLED
SET_88bf7091d,TXN_D8CD8710,GW_631c8702a7b,2026-08-14,4910.59,4812.38,98.21,SETTLED
SET_b17c82a11,TXN_B0C39B6C,GW_559788487ae,2026-08-22,1603.21,1571.15,32.06,SETTLED
SET_d4412bb58,TXN_7C6A2242,GW_6ccf10e1c88,2026-08-25,3691.27,3617.44,73.83,SETTLED
SET_63e95e554,TXN_23E80600,GW_dea2135bfe9,2026-09-04,685.97,672.25,13.72,SETTLED
SET_c834be06d,TXN_0EC5C85A,GW_ae056c3f187,2026-08-24,4902.04,4804.0,98.04,SETTLED
SET_e948164d8,TXN_80D17625,GW_71e976fd1cb,2026-08-28,4658.65,4565.48,93.17,SETTLED
SET_268b311a8,TXN_FB1CEDE1,GW_86f940b3bb4,2026-08-30,3220.73,3156.32,64.41,SETTLED
SET_6da8202ae,TXN_426262B1,GW_f20fc0cee75,2026-08-08,1576.76,1545.22,31.54,SETTLED
SET_e3155ed05,TXN_846BA780,GW_0d82a46d436,2026-08-28,1967.76,1928.4,39.36,SETTLED
SET_ca057ae9f,TXN_4834EC6E,GW_ff971a54fb1,2026-08-14,2737.35,2682.6,54.75,SETTLED
SET_09af12bf0,TXN_8DF5FCE7,GW_64cbbd0243a,2026-08-20,805.63,789.52,16.11,SETTLED
SET_d0a3f36c0,TXN_16AA55A2,GW_0b8d156f39f,2026-09-01,2184.96,2141.26,46.53,SETTLED
SET_636d4f9dc,TXN_4066B234,GW_727aa4aa7e5,2026-08-29,4826.75,4730.22,96.53,SETTLED
SET_2d0e02166,TXN_C3FA819C,GW_10511937a90,2026-08-13,312.07,305.83,6.24,SETTLED
SET_c592ef81a,TXN_2AD0BD93,GW_2c80ad18981,2026-09-01,3382.22,3314.58,67.64,SETTLED
SET_3de07a6fe,TXN_4032ED35,GW_b443e35d78a,2026-08-27,3660.38,3587.17,73.21,SETTLED
SET_f4e0f068f,TXN_7D810C5F,GW_898910c15e6,2026-08-13,1341.95,1315.11,26.84,SETTLED
SET_ca4a1cc04,TXN_AB9E6FC6,GW_af7c8368d83,2026-08-13,305.32,299.21,6.11,SETTLED
SET_3007f948d,TXN_F697D050,GW_b1e897fbea3,2026-08-12,4993.47,4893.6,99.87,SETTLED
SET_10d6c0bf9,TXN_3BF28942,GW_28d577e7493,2026-08-18,295.86,289.94,5.92,SETTLED
SET_3c2df8df9,TXN_E7EBAE77,GW_515777f58cb,2026-08-16,2465.07,2415.77,49.3,SETTLED
SET_b8ea52f84,TXN_2890C60D,GW_4045f0dbffe,2026-09-01,1147.12,1124.18,22.94,SETTLED
SET_bb22f1691,TXN_F864AAB5,GW_9ddaef771a3,2026-08-16,297.87,291.91,5.96,SETTLED
SET_ed5e7d0de,TXN_598CEF92,GW_848ad18f258,2026-08-14,839.35,822.56,16.79,SETTLED
SET_cfa83b5a7,TXN_74908E9D,GW_48dd2d942ff,2026-09-03,4266.92,4181.58,85.34,SETTLED
SET_4d3867b0f,TXN_F8A9F1DD,GW_8e0c74df263,2026-09-04,2075.04,2033.54,41.5,SETTLED
SET_2f3270e88,TXN_1430A582,GW_677c1d64cb6,2026-08-12,1400.98,1372.96,28.02,SETTLED
SET_a875e945c,TXN_EFEFC504,GW_aa74e540a51,2026-08-21,176.0,172.48,3.52,SETTLED
SET_b42ca7e51,TXN_2B9E80C9,GW_83b269fd239,2026-08-06,1333.39,1306.72,26.67,SETTLED
SET_19ac01b5f,TXN_18B25B88,GW_75fce110242,2026-08-28,233.17,228.51,4.66,SETTLED
SET_03926f50b,TXN_E363A373,GW_373bab22998,2026-08-20,658.66,645.49,13.17,SETTLED
SET_3bec1f531,TXN_818D8135,GW_d7c61efdea1,2026-08-23,2692.99,2639.13,53.86,SETTLED
SET_ac463df0c,TXN_91F3ED09,GW_d4243079c2a,2026-08-21,2357.69,2310.54,47.15,SETTLED
SET_d29151fce,TXN_5D43FCCF,GW_c30544137d5,2026-08-28,3349.02,3282.04,66.98,SETTLED
SET_722c31cc0,TXN_7F97381F,GW_7b9769ccc27,2026-08-22,1935.29,1896.58,38.71,SETTLED
SET_cc38b4168,TXN_D55660F7,GW_a9311343ac9,2026-08-17,2528.65,2478.08,50.57,SETTLED
