gateway_txn_id,transaction_id,date,gross_amount,fee,status,payment_method,merchant_id,customer_id,captured_at
GW_3c54fd03b62,TXN_D17F6A8B,2026-08-18,455.89,9.12,SUCCESS,UPI,merch_e6614b,cust_b4eb40b6,2026-08-18T01:21:46Z
GW_d3143978880,TXN_3C555D95,2026-08-27,625.64,12.51,SUCCESS,UPI,merch_e6614b,cust_91fe31f1,2026-08-27T01:12:42Z
GW_df1320920b4,TXN_F4C96502,2026-08-16,3885.6,77.71,SUCCESS,UPI,merch_e6614b,cust_5c89c599,2026-08-16T04:12:14Z
GW_2033e390b52,TXN_C9047248,2026-09-01,2181.04,43.62,SUCCESS,UPI,merch_e6614b,cust_71a8f93f,2026-09-01T14:35:18Z
GW_225388f1a25,TXN_8627FEA1,2026-09-02,3681.58,73.63,SUCCESS,UPI,merch_e6614b,cust_2c809635,2026-09-02T07:52:31Z
GW_42bda91e2a2,TXN_2597701B,2026-08-05,2476.74,49.53,SUCCESS,UPI,merch_e6614b,cust_90a4705c,2026-08-05T04:40:59Z
GW_d76dea675dd,TXN_72EE1CFB,2026-08-19,4548.75,90.98,SUCCESS,UPI,merch_e6614b,cust_8f94fbc1,2026-08-19T00:34:10Z
GW_e5dbe0843b4,TXN_7D9C50B4,2026-08-15,4031.15,80.62,SUCCESS,UPI,merch_e6614b,cust_5b400693,2026-08-15T17:10:29Z
GW_12229fac8fe,TXN_8F9BA265,2026-08-22,3250.52,65.01,SUCCESS,UPI,merch_e6614b,cust_b83f0eac,2026-08-22T03:07:00Z
GW_f74608df71e,TXN_F85C2529,2026-08-10,4440.89,88.82,SUCCESS,UPI,merch_e6614b,cust_0f1d3b47,2026-08-10T08:41:42Z
GW_a81cdbfa0da,TXN_7A282E3E,2026-08-18,236.35,4.73,SUCCESS,UPI,merch_e6614b,cust_6a0f029e,2026-08-18T10:16:31Z
GW_68bde53cbc5,TXN_1FC4AC38,2026-08-24,4030.23,80.6,SUCCESS,UPI,merch_e6614b,cust_74c742c2,2026-08-24T01:19:16Z
GW_94ab2c71a28,TXN_6B1FC86B,2026-08-28,2957.94,59.16,SUCCESS,UPI,merch_e6614b,cust_4528c160,2026-08-28T15:13:26Z
GW_8b68c5bd287,TXN_7D7753D0,2026-08-09,3558.84,71.18,SUCCESS,UPI,merch_e6614b,cust_2eec7b02,2026-08-09T15:57:48Z
GW_6b0fe91c4dc,TXN_70DCC290,2026-08-13,227.41,4.55,SUCCESS,UPI,merch_e6614b,cust_684e7dcb,2026-08-13T13:57:54Z
GW_028165671cd,TXN_B453317A,2026-09-01,2758.22,55.16,SUCCESS,UPI,merch_e6614b,cust_1ac17c50,2026-09-01T06:39:27Z
GW_4f84bec51e3,TXN_80977290,2026-08-31,946.18,18.92,SUCCESS,UPI,merch_e6614b,cust_c46873e6,2026-08-31T15:13:25Z
GW_27e1dc4befa,TXN_A9E525D5,2026-08-08,2652.34,51.23,SUCCESS,UPI,merch_e6614b,cust_1f1c59d4,2026-08-08T04:43:52Z
GW_4d52f30f02b,TXN_91BFCB74,2026-08-20,1527.49,30.55,SUCCESS,UPI,merch_e6614b,cust_6cf15827,2026-08-20T19:23:25Z
GW_7cacc829f0d,TXN_05BE2884,2026-08-12,2443.45,48.87,SUCCESS,UPI,merch_e6614b,cust_edfaabce,2026-08-12T07:39:22Z
GW_ba929557e04,TXN_D129D1A2,2026-08-17,919.04,18.38,SUCCESS,UPI,merch_e6614b,cust_e78ef2a5,2026-08-17T22:17:24Z
GW_433c924167a,TXN_EBF85815,2026-08-13,47.35,0.95,SUCCESS,UPI,merch_e6614b,cust_6a9f58ec,2026-08-13T10:10:32Z
GW_6ffc831a97d,TXN_5F98E778,2026-08-15,3900.91,78.02,SUCCESS,UPI,merch_e6614b,cust_fd60c893,2026-08-15T13:40:03Z
GW_9a95a89809f,TXN_2E766233,2026-08-29,3909.04,78.18,SUCCESS,UPI,merch_e6614b,cust_b3b00e89,2026-08-29T03:04:02Z
GW_a5d5721156b,TXN_C00385DB,2026-08-26,901.49,18.03,SUCCESS,UPI,merch_e6614b,cust_f3a6b87c,2026-08-26T13:22:04Z
GW_b48ac361837,TXN_E6487DCD,2026-08-27,245.82,4.92,SUCCESS,UPI,merch_e6614b,cust_74f025dc,2026-08-27T07:57:47Z
GW_6d82560c03e,TXN_D8D45E9E,2026-08-11,4875.48,97.51,SUCCESS,UPI,merch_e6614b,cust_3de2cb60,2026-08-11T05:56:19Z
GW_55088a91415,TXN_3BF68855,2026-08-09,2073.16,41.46,SUCCESS,UPI,merch_e6614b,cust_bfe0f8e4,2026-08-09T04:24:13Z
GW_fbc963e76d2,TXN_807F8F9C,2026-09-01,4902.28,98.05,SUCCESS,UPI,merch_e6614b,cust_6aa40c99,2026-09-01T02:51:30Z
GW_c3ac484dc8e,TXN_99B14DB4,2026-08-09,4349.62,86.99,SUCCESS,UPI,merch_e6614b,cust_c1fd88d6,2026-08-09T19:02:02Z
GW_b4bd7771cd0,TXN_07675023,2026-08-13,764.65,15.29,SUCCESS,UPI,merch_e6614b,cust_fdcbdefd,2026-08-13T18:18:36Z
GW_bab16388593,TXN_2B25D7AB,2026-08-23,4232.79,84.66,SUCCESS,UPI,merch_e6614b,cust_ed1860dc,2026-08-23T21:24:05Z
GW_e42585437e4,TXN_B4EDECDC,2026-08-29,2316.74,46.33,SUCCESS,UPI,merch_e6614b,cust_9ddd5f18,2026-08-29T23:27:41Z
GW_e0d4b99674b,TXN_35FF6851,2026-08-09,3443.93,68.88,SUCCESS,UPI,merch_e6614b,cust_97753960,2026-08-09T01:06:02Z
GW_219237d1c45,TXN_C13A984C,2026-08-30,1767.53,35.35,SUCCESS,UPI,merch_e6614b,cust_e276a27f,2026-08-30T16:18:56Z
GW_388304cdab0,TXN_0DCBE84D,2026-08-10,1966.33,39.33,SUCCESS,UPI,merch_e6614b,cust_63f2c93d,2026-08-10T09:14:11Z
GW_18eac902e11,TXN_B438AE5B,2026-08-28,1516.18,30.32,SUCCESS,UPI,merch_e6614b,cust_1b131b55,2026-08-28T06:46:40Z
GW_33474d31e20,TXN_23F8F9D6,2026-08-08,2889.85,57.8,SUCCESS,UPI,merch_e6614b,cust_80b6f364,2026-08-08T15:17:15Z
GW_a4aef91d636,TXN_88B65823,2026-08-06,2773.7,55.47,SUCCESS,UPI,merch_e6614b,cust_13900080,2026-08-06T03:40:54Z
GW_cea81df2557,TXN_CFFFC406,2026-08-11,2792.6,55.85,SUCCESS,UPI,merch_e6614b,cust_b42e9b29,2026-08-11T21:37:44Z
GW_b61df6a94a3,TXN_62FE56CD,2026-08-22,1017.62,20.35,SUCCESS,UPI,merch_e6614b,cust_5d42d387,2026-08-22T14:53:51Z
GW_0a7f0cba492,TXN_C3F68F77,2026-08-13,1523.54,30.47,SUCCESS,UPI,merch_e6614b,cust_fb2a6406,2026-08-13T17:18:09Z
GW_da7bf40ef76,TXN_C786328C,2026-09-01,4866.65,97.33,SUCCESS,UPI,merch_e6614b,cust_6753b5e0,2026-09-01T17:36:26Z
GW_556e6b359ae,TXN_3BEB08F7,2026-08-22,2657.13,53.14,SUCCESS,UPI,merch_e6614b,cust_9b219945,2026-08-22T19:40:29Z
GW_5e4f83b5b07,TXN_7EB54B2C,2026-08-17,2946.82,58.94,SUCCESS,UPI,merch_e6614b,cust_0492c28a,2026-08-17T14:49:11Z
GW_7aa50ba26d9,TXN_D4FC2C06,2026-08-18,4159.71,83.19,SUCCESS,UPI,merch_e6614b,cust_19f0db41,2026-08-18T01:08:09Z
GW_c016527ecff,TXN_B9C485C3,2026-08-10,3160.93,63.22,SUCCESS,UPI,merch_e6614b,cust_3baa968d,2026-08-10T03:40:24Z
GW_18143f59fd9,TXN_DE42B4EF,2026-08-11,4072.71,81.45,SUCCESS,UPI,merch_e6614b,cust_a0ee8602,2026-08-11T06:54:49Z
GW_7b5d697e29d,TXN_7372BC8F,2026-08-14,4725.9,94.52,SUCCESS,UPI,merch_e6614b,cust_a56fb282,2026-08-14T11:47:27Z
GW_168dd9edab7,TXN_7DA8DB6C,2026-08-20,991.56,19.83,SUCCESS,UPI,merch_e6614b,cust_16121811,2026-08-20T16:36:31Z
GW_4b55212e90e,TXN_731C014D,2026-08-21,3509.15,70.18,SUCCESS,UPI,merch_e6614b,cust_e8e63ab5,2026-08-21T00:51:48Z
GW_b60824e0dcb,TXN_EAB9E095,2026-08-26,1947.84,38.96,SUCCESS,UPI,merch_e6614b,cust_bce423cb,2026-08-26T19:42:34Z
GW_c0746585b8b,TXN_ACC8AFCE,2026-08-09,1000.63,20.01,SUCCESS,UPI,merch_e6614b,cust_15afe575,2026-08-09T07:20:48Z
GW_cb75ca3616d,TXN_8FFCED05,2026-08-17,665.58,13.31,SUCCESS,UPI,merch_e6614b,cust_52b63cd1,2026-08-17T00:20:56Z
GW_c5027d6b28e,TXN_C12BD270,2026-08-14,314.76,6.3,SUCCESS,UPI,merch_e6614b,cust_530cb2de,2026-08-14T03:55:30Z
GW_13ef7dcd342,TXN_B10BFD31,2026-08-25,2728.95,54.58,SUCCESS,UPI,merch_e6614b,cust_b6903a53,2026-08-25T12:02:51Z
GW_759aa96f0bd,TXN_CA9D94C3,2026-09-01,3667.33,73.35,SUCCESS,UPI,merch_e6614b,cust_7512fc2a,2026-09-01T05:38:02Z
GW_6d08e07970e,TXN_16C2D82E,2026-08-16,862.33,17.25,SUCCESS,UPI,merch_e6614b,cust_fd754304,2026-08-16T19:53:25Z
GW_6e6bae53528,TXN_788E521F,2026-09-01,2232.99,44.66,SUCCESS,UPI,merch_e6614b,cust_d47f15a3,2026-09-01T00:38:46Z
GW_6fd7c05a509,TXN_56DA4197,2026-08-24,751.95,15.04,SUCCESS,UPI,merch_e6614b,cust_ddbb98de,2026-08-24T13:28:44Z
GW_f654f382cfb,TXN_ED9346D1,2026-09-02,2488.23,49.76,SUCCESS,UPI,merch_e6614b,cust_18692fc4,2026-09-02T08:32:28Z
GW_8c7fa04aa43,TXN_498CF1F1,2026-08-06,4952.86,99.06,SUCCESS,UPI,merch_e6614b,cust_cbd0a148,2026-08-06T20:29:52Z
GW_69b01aa5c6e,TXN_62D7C0AF,2026-08-11,656.67,13.13,SUCCESS,UPI,merch_e6614b,cust_31a9d837,2026-08-11T17:31:16Z
GW_3587a76f00c,TXN_B4EDEE9A,2026-08-18,1952.45,39.05,SUCCESS,UPI,merch_e6614b,cust_721cf788,2026-08-18T13:19:29Z
GW_c1a3b360426,TXN_D14768CC,2026-08-29,4865.34,97.31,SUCCESS,UPI,merch_e6614b,cust_027cda09,2026-08-29T22:13:53Z
GW_84ba1a1965b,TXN_210A562F,2026-08-25,3272.85,65.46,SUCCESS,UPI,merch_e6614b,cust_8161bf45,2026-08-25T17:34:20Z
GW_490452f4f3e,TXN_CAAE8510,2026-09-01,3180.51,63.61,SUCCESS,UPI,merch_e6614b,cust_4274d96b,2026-09-01T19:50:37Z
GW_eeb0bc20989,TXN_5DE1D983,2026-08-24,4796.96,95.94,SUCCESS,UPI,merch_e6614b,cust_b6828d4a,2026-08-24T17:58:34Z
GW_bbe336037f4,TXN_9BD2F22A,2026-08-27,4979.8,99.6,SUCCESS,UPI,merch_e6614b,cust_6d1fe111,2026-08-27T18:01:17Z
GW_d2c9c1dba6f,TXN_5E7E514F,2026-08-20,2646.28,52.93,SUCCESS,UPI,merch_e6614b,cust_b01bf2fc,2026-08-20T10:53:26Z
GW_fd93f1fc989,TXN_57531D98,2026-08-10,1618.11,32.36,SUCCESS,UPI,merch_e6614b,cust_210e4398,2026-08-10T12:20:05Z
GW_8b73431da9e,TXN_58B087C9,2026-08-16,4906.54,98.13,SUCCESS,UPI,merch_e6614b,cust_6799699a,2026-08-16T10:34:36Z
GW_f350475edf9,TXN_4332985E,2026-08-10,4426.49,88.53,SUCCESS,UPI,merch_e6614b,cust_8a63d553,2026-08-10T23:32:14Z
GW_b88e00ed41f,TXN_31A23EB3,2026-08-26,915.67,18.31,SUCCESS,UPI,merch_e6614b,cust_d9c94015,2026-08-26T17:36:49Z
GW_73085e593d1,TXN_A4037887,2026-08-11,3649.57,72.99,SUCCESS,UPI,merch_e6614b,cust_59e22f91,2026-08-11T01:19:56Z
GW_c8db6b10611,TXN_2FA45468,2026-08-25,2545.68,50.91,SUCCESS,UPI,merch_e6614b,cust_cee5ddf1,2026-08-25T14:18:13Z
GW_c95913bdb40,TXN_8C74F46F,2026-08-25,1654.96,33.1,SUCCESS,UPI,merch_e6614b,cust_6cf9caa7,2026-08-25T08:16:02Z
GW_c1255af4f55,TXN_15D67FB4,2026-08-28,490.35,9.81,SUCCESS,UPI,merch_e6614b,cust_583b4c53,2026-08-28T05:27:00Z
GW_4c601163be9,TXN_7FB1CD54,2026-08-27,4783.34,95.67,SUCCESS,UPI,merch_e6614b,cust_b2a75898,2026-08-27T01:18:42Z
GW_3141c22358d,TXN_D2BF1C91,2026-08-25,3269.95,65.4,SUCCESS,UPI,merch_e6614b,cust_78f1e2c3,2026-08-25T17:14:29Z
GW_1de4669a3bb,TXN_73EC0BC8,2026-08-12,4970.29,99.41,SUCCESS,UPI,merch_e6614b,cust_3a7c0b9d,2026-08-12T04:38:16Z
GW_6f6dde43a53,TXN_EEA39A7A,2026-09-02,4952.86,99.06,SUCCESS,UPI,merch_e6614b,cust_3773428f,2026-09-02T01:29:15Z
GW_2f01649750c,TXN_C0995B86,2026-08-19,2076.43,41.53,SUCCESS,UPI,merch_e6614b,cust_ef087d9c,2026-08-19T20:26:15Z
GW_e0f4348ba16,TXN_5DAB08A6,2026-08-29,4717.41,94.35,SUCCESS,UPI,merch_e6614b,cust_62a92224,2026-08-29T18:58:52Z
GW_0f03ca4b64b,TXN_AC681C6E,2026-08-14,123.04,2.46,SUCCESS,UPI,merch_e6614b,cust_91b1538e,2026-08-14T10:40:16Z
GW_18f6ce25c4a,TXN_1ABA4D5A,2026-08-14,3043.38,60.87,SUCCESS,UPI,merch_e6614b,cust_6592f759,2026-08-14T15:23:40Z
GW_53a0ea68788,TXN_7861B306,2026-08-23,1921.56,38.43,SUCCESS,UPI,merch_e6614b,cust_41959d0d,2026-08-23T07:10:19Z
GW_dfd7a2d880f,TXN_DB57D22F,2026-08-11,2774.79,55.5,SUCCESS,UPI,merch_e6614b,cust_496a50d0,2026-08-11T13:22:54Z
GW_4c928df2890,TXN_65150025,2026-08-12,136.39,2.73,SUCCESS,UPI,merch_e6614b,cust_f66a3f91,2026-08-12T21:47:13Z
GW_e4dc5a72b73,TXN_2389BE01,2026-09-02,1296.85,25.94,SUCCESS,UPI,merch_e6614b,cust_8f7c7524,2026-09-02T10:27:43Z
GW_77f743c60b2,TXN_24EBC2F9,2026-08-13,336.96,6.74,SUCCESS,UPI,merch_e6614b,cust_ad596d20,2026-08-13T15:07:28Z
GW_4742e47c642,TXN_855AE362,2026-08-20,1861.31,37.23,SUCCESS,UPI,merch_e6614b,cust_21164bae,2026-08-20T19:45:14Z
GW_adc2d773164,TXN_667FC314,2026-08-14,2660.07,53.2,SUCCESS,UPI,merch_e6614b,cust_3fac80b5,2026-08-14T07:27:14Z
GW_abc96320a3e,TXN_CCDC85C7,2026-08-25,1054.52,21.09,SUCCESS,UPI,merch_e6614b,cust_cc60adc9,2026-08-25T09:42:06Z
GW_6915dd77cfb,TXN_711A392B,2026-08-25,3206.12,64.12,SUCCESS,UPI,merch_e6614b,cust_a39aa4bc,2026-08-25T07:44:10Z
GW_5ca310bf564,TXN_6C78D198,2026-08-22,745.03,14.9,SUCCESS,UPI,merch_e6614b,cust_c43ff1eb,2026-08-22T03:44:02Z
GW_40a8df78e67,TXN_8E4C9833,2026-08-05,2044.49,40.89,SUCCESS,UPI,merch_e6614b,cust_43a23b75,2026-08-05T04:32:07Z
GW_bdbd25c5120,TXN_4EF11D13,2026-08-31,4003.42,80.07,SUCCESS,UPI,merch_e6614b,cust_e9dd2022,2026-08-31T08:58:38Z
GW_b0b81f5262a,TXN_63E2879D,2026-08-18,1756.58,35.13,SUCCESS,UPI,merch_e6614b,cust_4d8ff76a,2026-08-18T08:36:37Z
GW_4868ec309b2,TXN_CCCAD58A,2026-08-13,2883.26,57.67,SUCCESS,UPI,merch_e6614b,cust_d785b561,2026-08-13T10:54:03Z
GW_a79940b4e4b,TXN_01C5A130,2026-08-29,250.49,5.01,SUCCESS,UPI,merch_e6614b,cust_1b553e0e,2026-08-29T15:39:21Z
GW_22d74617548,TXN_0A7697B8,2026-08-06,1923.03,38.46,SUCCESS,UPI,merch_e6614b,cust_de42593b,2026-08-06T07:22:06Z
GW_c0e142ea285,TXN_FCE965C6,2026-08-09,2211.43,44.23,SUCCESS,UPI,merch_e6614b,cust_7ed8b293,2026-08-09T20:50:31Z
GW_da64816ebb9,TXN_25EE1688,2026-08-20,3316.77,66.34,SUCCESS,UPI,merch_e6614b,cust_eeb7c2b9,2026-08-20T11:42:34Z
GW_c9f2e2f62f1,TXN_EC160045,2026-08-28,3936.31,78.73,SUCCESS,UPI,merch_e6614b,cust_453525a0,2026-08-28T23:48:31Z
GW_330c3f219ea,TXN_F37CD6CE,2026-08-07,2111.42,42.23,SUCCESS,UPI,merch_e6614b,cust_4f82408f,2026-08-07T16:30:46Z
GW_8b2b5d62734,TXN_4792C914,2026-08-28,1592.35,31.19,SUCCESS,UPI,merch_e6614b,cust_e6a09595,2026-08-28T21:58:09Z
GW_746137db46a,TXN_596D74AA,2026-09-02,3173.26,63.47,SUCCESS,UPI,merch_e6614b,cust_4a112b60,2026-09-02T12:17:10Z
GW_8b9533cef57,TXN_91DA9048,2026-08-24,3481.89,69.64,SUCCESS,UPI,merch_e6614b,cust_dbec0b0b,2026-08-24T07:24:10Z
GW_fad4ff39502,TXN_3B27C33F,2026-08-24,1765.39,35.31,SUCCESS,UPI,merch_e6614b,cust_f3b49ef3,2026-08-24T11:17:05Z
GW_d1b15a853c0,TXN_C264392A,2026-08-26,3380.34,67.61,SUCCESS,UPI,merch_e6614b,cust_3cf2c59d,2026-08-26T23:24:15Z
GW_fbcd9c0818d,TXN_0C1F6C8E,2026-08-16,3157.03,63.14,SUCCESS,UPI,merch_e6614b,cust_cedcfafc,2026-08-16T13:54:16Z
GW_ff75e679d73,TXN_BE982F80,2026-08-07,1829.09,36.58,SUCCESS,UPI,merch_e6614b,cust_a3875c7c,2026-08-07T20:27:53Z
GW_9fac334d8fd,TXN_0B4309E7,2026-08-15,1446.66,28.93,SUCCESS,UPI,merch_e6614b,cust_638c36b1,2026-08-15T15:21:07Z
GW_61132d44dbc,TXN_A72C7B5A,2026-08-17,1688.27,33.77,SUCCESS,UPI,merch_e6614b,cust_3bb2c76b,2026-08-17T23:42:48Z
GW_207c611ce44,TXN_38173A16,2026-08-06,4833.21,96.66,SUCCESS,UPI,merch_e6614b,cust_7577c0ca,2026-08-06T17:29:38Z
GW_71c2d9d12f9,TXN_0F3F798C,2026-09-01,1036.19,20.72,SUCCESS,UPI,merch_e6614b,cust_fb4bc4cc,2026-09-01T20:19:04Z
GW_e212deb7719,TXN_BEC1A738,2026-08-19,807.69,16.15,SUCCESS,UPI,merch_e6614b,cust_f997c930,2026-08-19T13:12:35Z
GW_642cfa68e6b,TXN_35B02BC7,2026-08-15,1048.09,20.96,SUCCESS,UPI,merch_e6614b,cust_1524e1ef,2026-08-15T17:46:42Z
GW_3bcf2499cd0,TXN_8316F667,2026-08-23,3614.83,72.3,SUCCESS,UPI,merch_e6614b,cust_7d0f8ef3,2026-08-23T20:45:39Z
GW_9cbb464d97d,TXN_197AFA57,2026-08-17,4307.72,86.15,SUCCESS,UPI,merch_e6614b,cust_8c5da2a5,2026-08-17T07:45:55Z
GW_d7e79c5d0fb,TXN_23EEECCD,2026-08-20,1269.54,25.39,SUCCESS,UPI,merch_e6614b,cust_ae4c09c3,2026-08-20T01:39:54Z
GW_04d7dfbd9d9,TXN_B5B8E667,2026-08-17,1365.14,27.3,SUCCESS,UPI,merch_e6614b,cust_dfe1008d,2026-08-17T19:13:59Z
GW_09f84b7ac55,TXN_E76EB608,2026-08-22,1135.18,22.7,SUCCESS,UPI,merch_e6614b,cust_3c110d09,2026-08-22T18:05:17Z
GW_a0362402dca,TXN_D823B4BE,2026-08-05,4167.54,83.35,SUCCESS,UPI,merch_e6614b,cust_1a5c76c2,2026-08-05T07:56:21Z
GW_2d12ac372ce,TXN_5127B7DC,2026-08-27,4209.2,84.18,SUCCESS,UPI,merch_e6614b,cust_098db04d,2026-08-27T04:07:17Z
GW_eb457db2be8,TXN_7CFEBF9B,2026-08-09,2545.96,50.92,SUCCESS,UPI,merch_e6614b,cust_0e4e3f5a,2026-08-09T01:44:28Z
GW_104b49ddb17,TXN_9399209B,2026-08-15,2993.15,59.86,SUCCESS,UPI,merch_e6614b,cust_d98bbf09,2026-08-15T04:10:16Z
GW_9e73e180807,TXN_EA231524,2026-08-15,1829.59,36.59,SUCCESS,UPI,merch_e6614b,cust_242c2336,2026-08-15T18:20:46Z
GW_ea25d720fde,TXN_4F1741EC,2026-08-24,979.65,19.59,SUCCESS,UPI,merch_e6614b,cust_4b779ae4,2026-08-24T06:30:56Z
GW_0435b38611f,TXN_2BF680A9,2026-08-30,4801.34,96.03,SUCCESS,UPI,merch_e6614b,cust_0436ef33,2026-08-30T20:56:04Z
GW_0ed2da3ba5a,TXN_37763F2E,2026-09-03,3044.68,60.89,SUCCESS,UPI,merch_e6614b,cust_b549e3e5,2026-09-03T07:58:45Z
GW_20c2fb06020,TXN_3AF8BCC4,2026-08-16,2525.16,50.5,SUCCESS,UPI,merch_e6614b,cust_aeabc211,2026-08-16T05:19:55Z
GW_d2128631f86,TXN_89968B2D,2026-09-02,1008.66,20.17,SUCCESS,UPI,merch_e6614b,cust_9100c55c,2026-09-02T05:54:28Z
GW_0d803543910,TXN_C456D9D7,2026-08-13,4283.18,85.66,SUCCESS,UPI,merch_e6614b,cust_d3c7b00a,2026-08-13T23:15:13Z
GW_6c45194fccd,TXN_AB296B1C,2026-08-06,4195.53,83.91,SUCCESS,UPI,merch_e6614b,cust_f937e277,2026-08-06T21:50:30Z
GW_f0e5e111793,TXN_FC4595B7,2026-08-06,3573.87,71.48,SUCCESS,UPI,merch_e6614b,cust_a689505c,2026-08-06T03:22:43Z
GW_7a927d50781,TXN_50DEAE4A,2026-08-26,2926.32,58.53,SUCCESS,UPI,merch_e6614b,cust_6775846d,2026-08-26T17:20:33Z
GW_0c3b5fa41de,TXN_56170DFD,2026-08-18,2697.28,53.95,SUCCESS,UPI,merch_e6614b,cust_635694ee,2026-08-18T19:59:18Z
GW_d7b49544778,TXN_6EFBD401,2026-08-15,1800.95,36.02,SUCCESS,UPI,merch_e6614b,cust_7fa71de7,2026-08-15T04:13:52Z
GW_2462c1a77be,TXN_9370E97E,2026-08-07,4249.97,85.0,SUCCESS,UPI,merch_e6614b,cust_4c843212,2026-08-07T09:49:36Z
GW_80e75c1deca,TXN_D092ABDB,2026-08-22,542.75,10.86,SUCCESS,UPI,merch_e6614b,cust_b9af14c7,2026-08-22T13:59:26Z
GW_c920f95620f,TXN_2228711A,2026-08-23,2111.77,42.24,SUCCESS,UPI,merch_e6614b,cust_7d5d7a53,2026-08-23T16:54:52Z
GW_7f1103045cb,TXN_43322875,2026-08-28,4702.73,94.05,SUCCESS,UPI,merch_e6614b,cust_8c4a9630,2026-08-28T19:20:44Z
GW_b959ff52995,TXN_70524F8B,2026-08-15,4192.01,83.84,SUCCESS,UPI,merch_e6614b,cust_c4233d9b,2026-08-15T18:48:57Z
GW_95f40637fd7,TXN_9B9EA359,2026-08-10,2808.14,56.16,SUCCESS,UPI,merch_e6614b,cust_466240d6,2026-08-10T18:34:50Z
GW_bdb0be8fb64,TXN_890CCD63,2026-08-09,2194.89,43.9,SUCCESS,UPI,merch_e6614b,cust_d15ff000,2026-08-09T06:13:18Z
GW_dc6462936d4,TXN_9325439D,2026-08-12,3478.09,69.56,SUCCESS,UPI,merch_e6614b,cust_b137d86c,2026-08-12T03:22:45Z
GW_2534e9dca4d,TXN_80DD0719,2026-08-22,4218.56,84.37,SUCCESS,UPI,merch_e6614b,cust_2395ee06,2026-08-22T17:30:35Z
GW_ab56d632a8b,TXN_65348E3F,2026-08-23,1764.02,35.28,SUCCESS,UPI,merch_e6614b,cust_82efa11a,2026-08-23T21:55:59Z
GW_3aced50bbca,TXN_47719424,2026-08-19,932.1,18.64,SUCCESS,UPI,merch_e6614b,cust_37fce90f,2026-08-19T14:34:01Z
GW_57f1b630e12,TXN_74B82A99,2026-08-16,2112.41,42.25,SUCCESS,UPI,merch_e6614b,cust_d8760f02,2026-08-16T06:14:38Z
GW_4b9dcbe057c,TXN_C21339D4,2026-09-02,4660.96,93.22,SUCCESS,UPI,merch_e6614b,cust_8665148b,2026-09-02T18:44:06Z
GW_854373ba91a,TXN_C130AC39,2026-09-02,3119.49,62.39,SUCCESS,UPI,merch_e6614b,cust_37ad1531,2026-09-02T06:55:56Z
GW_7cd2104525c,TXN_2431FE3A,2026-09-03,4684.4,93.69,SUCCESS,UPI,merch_e6614b,cust_fad5c635,2026-09-03T14:28:13Z
GW_52c82454817,TXN_C5D02B9A,2026-08-12,4956.6,99.13,SUCCESS,UPI,merch_e6614b,cust_d404016b,2026-08-12T13:05:30Z
GW_8b67a36db64,TXN_B9880474,2026-08-08,1524.74,30.49,SUCCESS,UPI,merch_e6614b,cust_8dc43cf3,2026-08-08T19:54:02Z
GW_4c9cb935fb0,TXN_A0D4B6F8,2026-08-29,2528.26,50.57,SUCCESS,UPI,merch_e6614b,cust_b199d0ed,2026-08-29T18:47:15Z
GW_64d4604623a,TXN_A0814331,2026-08-09,3869.05,77.38,SUCCESS,UPI,merch_e6614b,cust_2beba3ab,2026-08-09T01:31:16Z
GW_e742db442e8,TXN_660ED043,2026-08-20,78.26,1.57,SUCCESS,UPI,merch_e6614b,cust_47c1151e,2026-08-20T22:56:09Z
GW_5598108b371,TXN_B31AB8B3,2026-08-16,1451.67,29.03,SUCCESS,UPI,merch_e6614b,cust_9f09bc88,2026-08-16T05:33:45Z
GW_b7f8ec3934c,TXN_2DA7F8D9,2026-08-22,3910.43,74.65,SUCCESS,UPI,merch_e6614b,cust_e76a3332,2026-08-22T12:47:31Z
GW_946e83b4df5,TXN_4E299B36,2026-08-24,1330.59,26.61,SUCCESS,UPI,merch_e6614b,cust_c78a90fb,2026-08-24T07:07:26Z
GW_966a6ef89b9,TXN_8D0E31A9,2026-08-23,1744.82,34.9,SUCCESS,UPI,merch_e6614b,cust_1fa3a6a2,2026-08-23T22:28:21Z
GW_4dee120b04a,TXN_ADE5FDF9,2026-09-02,3220.1,64.4,SUCCESS,UPI,merch_e6614b,cust_a078cd5d,2026-09-02T19:06:22Z
GW_52fa41d6f6c,TXN_70DEE0B9,2026-08-31,2285.21,45.7,SUCCESS,UPI,merch_e6614b,cust_ee3d4fdf,2026-08-31T10:57:47Z
GW_adc6f18c6e5,TXN_4D409D13,2026-08-09,2753.64,55.07,SUCCESS,UPI,merch_e6614b,cust_93b3fc8c,2026-08-09T07:39:10Z
GW_5e0c9ae6c7d,TXN_F6DBF7E5,2026-08-20,2115.75,42.31,SUCCESS,UPI,merch_e6614b,cust_51f073db,2026-08-20T18:53:45Z
GW_002eb3790ce,TXN_A9AD16D8,2026-09-02,3677.94,73.56,SUCCESS,UPI,merch_e6614b,cust_d5c94644,2026-09-02T05:07:38Z
GW_88214fc4dda,TXN_ADD53E7F,2026-08-07,1564.22,31.28,SUCCESS,UPI,merch_e6614b,cust_3779c254,2026-08-07T23:38:27Z
GW_832a8054a9e,TXN_52367CAD,2026-08-18,742.94,14.86,SUCCESS,UPI,merch_e6614b,cust_4660fb2b,2026-08-18T14:45:20Z
