bank_txn_id,transaction_id,date,description,amount,type,currency,bank_name,reference_number
BANK_6965d1d1eb7,TXN_249204C7,2026-09-04,NEFT/RAZORPAY/TXN_249204C7,4065.48,CREDIT,INR,HDFC Bank,UTR-GW_022b6683903
BANK_48f091f09b8,TXN_59FE3D53,2026-08-06,NEFT/RAZORPAY/TXN_59FE3D53,27.14,CREDIT,INR,ICICI Bank,UTR-GW_ca840003508
BANK_e3837348873,TXN_A56B61E0,2026-08-06,NEFT/RAZORPAY/TXN_A56B61E0,3125.42,CREDIT,INR,SBI,UTR-GW_cb35097ae5d
BANK_f2dcb12b0f7,TXN_2C3AACDC,2026-08-24,NEFT/RAZORPAY/TXN_2C3AACDC,799.96,CREDIT,INR,Axis Bank,UTR-GW_fcc4091bf45
BANK_9620bee6640,TXN_89A3C811,2026-08-08,NEFT/RAZORPAY/TXN_89A3C811,2707.63,CREDIT,INR,Axis Bank,UTR-GW_15669e36470
BANK_29f0ef7c02e,TXN_74102D5D,2026-08-29,NEFT/RAZORPAY/TXN_74102D5D,2752.75,CREDIT,INR,HDFC Bank,UTR-GW_4f2da2330e1
BANK_f99cea5cb65,TXN_DF9B141E,2026-09-02,NEFT/RAZORPAY/TXN_DF9B141E,377.76,CREDIT,INR,ICICI Bank,UTR-GW_1e38f711e2e
BANK_3e9aec86032,TXN_414F4994,2026-08-07,NEFT/RAZORPAY/TXN_414F4994,2677.85,CREDIT,INR,SBI,UTR-GW_92ebeab0e4e
BANK_1e910f365f7,TXN_B6CA1127,2026-08-29,NEFT/RAZORPAY/TXN_B6CA1127,2858.39,CREDIT,INR,ICICI Bank,UTR-GW_3979d5f56b5
BANK_4dcd0009c8d,TXN_77106966,2026-08-17,NEFT/RAZORPAY/TXN_77106966,2111.55,CREDIT,INR,HDFC Bank,UTR-GW_d847dc53c60
BANK_c2492e5e005,TXN_268B84B6,2026-08-23,NEFT/RAZORPAY/TXN_268B84B6,1517.25,CREDIT,INR,HDFC Bank,UTR-GW_061efb9568f
BANK_755d814b5f5,TXN_F8F9A45D,2026-08-09,NEFT/RAZORPAY/TXN_F8F9A45D,4405.72,CREDIT,INR,ICICI Bank,UTR-GW_47a2a10bb62
BANK_459ee67473e,TXN_F6D70248,2026-08-20,NEFT/RAZORPAY/TXN_F6D70248,3345.24,CREDIT,INR,HDFC Bank,UTR-GW_42d04d554aa
BANK_cebeabaa285,TXN_50647C59,2026-08-20,NEFT/RAZORPAY/TXN_50647C59,1739.36,CREDIT,INR,Kotak Mahindra,UTR-GW_5bb8b9c8893
BANK_8e52fc4273c,TXN_F7E9101D,2026-09-01,NEFT/RAZORPAY/TXN_F7E9101D,4333.39,CREDIT,INR,Axis Bank,UTR-GW_0c880714837
BANK_13325c31d01,TXN_38E7E019,2026-08-06,NEFT/RAZORPAY/TXN_38E7E019,4772.06,CREDIT,INR,ICICI Bank,UTR-GW_668c879bd2d
BANK_aee70ab261f,TXN_54E07431,2026-08-26,NEFT/RAZORPAY/TXN_54E07431,4536.97,CREDIT,INR,ICICI Bank,UTR-GW_7603c36cf13
BANK_a484e035330,TXN_9DF2372E,2026-08-31,NEFT/RAZORPAY/TXN_9DF2372E,4237.89,CREDIT,INR,ICICI Bank,UTR-GW_7fb75c574b8
BANK_e550d736078,TXN_8B6584CE,2026-08-19,NEFT/RAZORPAY/TXN_8B6584CE,4320.1,CREDIT,INR,HDFC Bank,UTR-GW_e9a53368581
BANK_fb8fe8c4d8b,TXN_3F738F50,2026-08-24,NEFT/RAZORPAY/TXN_3F738F50,886.91,CREDIT,INR,SBI,UTR-GW_889fe107443
BANK_cf767343fce,TXN_5BD93609,2026-08-29,NEFT/RAZORPAY/TXN_5BD93609,3835.83,CREDIT,INR,Axis Bank,UTR-GW_b4157cea073
BANK_059c15740f3,TXN_002CCB25,2026-08-12,NEFT/RAZORPAY/TXN_002CCB25,3932.89,CREDIT,INR,ICICI Bank,UTR-GW_33932b6c9d3
BANK_a3a6ef83cab,TXN_B45C9A54,2026-08-29,NEFT/RAZORPAY/TXN_B45C9A54,1314.53,CREDIT,INR,HDFC Bank,UTR-GW_96053035654
BANK_92a54d04f2d,TXN_AA604892,2026-08-24,NEFT/RAZORPAY/TXN_AA604892,1880.5,CREDIT,INR,HDFC Bank,UTR-GW_60ddc7f12ce
BANK_e2a45909a2d,TXN_388C9751,2026-08-09,NEFT/RAZORPAY/TXN_388C9751,4208.49,CREDIT,INR,ICICI Bank,UTR-GW_efcac5771aa
BANK_7e3a9f0769f,TXN_115AFFAC,2026-08-23,NEFT/RAZORPAY/TXN_115AFFAC,985.75,CREDIT,INR,Axis Bank,UTR-GW_1ba827c6c97
BANK_601e0211e34,TXN_29A3DB6D,2026-08-13,NEFT/RAZORPAY/TXN_29A3DB6D,1719.7,CREDIT,INR,ICICI Bank,UTR-GW_d883e3f8cc9
BANK_68c690b230a,TXN_B45A6AB3,2026-09-01,NEFT/RAZORPAY/TXN_B45A6AB3,1099.94,CREDIT,INR,ICICI Bank,UTR-GW_a754a29ff14
BANK_18d42238331,TXN_8CB6B0BA,2026-08-06,NEFT/RAZORPAY/TXN_8CB6B0BA,1958.38,CREDIT,INR,SBI,UTR-GW_0df407b8275
BANK_43675d580b6,TXN_7D3572CC,2026-08-26,NEFT/RAZORPAY/TXN_7D3572CC,4236.66,CREDIT,INR,SBI,UTR-GW_1754bf0843d
BANK_2c41cbd372f,TXN_B6DCBD05,2026-08-13,NEFT/RAZORPAY/TXN_B6DCBD05,1964.31,CREDIT,INR,Kotak Mahindra,UTR-GW_e684390c923
BANK_19da8262c79,TXN_6B6A8061,2026-08-19,NEFT/RAZORPAY/TXN_6B6A8061,573.85,CREDIT,INR,SBI,UTR-GW_25f06b0a264
BANK_3cd1ff3fb0c,TXN_099759A3,2026-08-07,NEFT/RAZORPAY/TXN_099759A3,883.03,CREDIT,INR,SBI,UTR-GW_24d38751672
BANK_52246d05d36,TXN_D7C4CAED,2026-08-18,NEFT/RAZORPAY/TXN_D7C4CAED,196.88,CREDIT,INR,Kotak Mahindra,UTR-GW_af527666b23
BANK_d9ee7dc9c7c,TXN_C26E2706,2026-08-30,NEFT/RAZORPAY/TXN_C26E2706,2134.9,CREDIT,INR,SBI,UTR-GW_d22e32265fb
BANK_3defa7ba07d,TXN_0CF173F9,2026-08-23,NEFT/RAZORPAY/TXN_0CF173F9,2143.86,CREDIT,INR,Kotak Mahindra,UTR-GW_32f8dbabb46
BANK_db6ba39b36d,TXN_E4FD6C34,2026-08-16,NEFT/RAZORPAY/TXN_E4FD6C34,575.33,CREDIT,INR,Kotak Mahindra,UTR-GW_b0588256d4b
BANK_b676291d4e3,TXN_AEA4A441,2026-08-18,NEFT/RAZORPAY/TXN_AEA4A441,939.32,CREDIT,INR,HDFC Bank,UTR-GW_21df5609e95
BANK_485d831c9be,TXN_9FA4A627,2026-08-19,NEFT/RAZORPAY/TXN_9FA4A627,3475.9,CREDIT,INR,HDFC Bank,UTR-GW_01e187d81a3
BANK_999bc859cf5,TXN_B60A3DCC,2026-08-25,NEFT/RAZORPAY/TXN_B60A3DCC,2552.31,CREDIT,INR,Kotak Mahindra,UTR-GW_4c7d9313a6c
BANK_a36884f588d,TXN_6793CB09,2026-08-31,NEFT/RAZORPAY/TXN_6793CB09,3368.67,CREDIT,INR,ICICI Bank,UTR-GW_95410a9d090
BANK_a789077055e,TXN_4B356E9A,2026-08-09,NEFT/RAZORPAY/TXN_4B356E9A,1790.92,CREDIT,INR,HDFC Bank,UTR-GW_bdacdc5e20c
BANK_801f490931c,TXN_4B46EF33,2026-08-11,NEFT/RAZORPAY/TXN_4B46EF33,4649.98,CREDIT,INR,SBI,UTR-GW_787515b91e2
BANK_552734077cd,TXN_57B936B0,2026-08-14,NEFT/RAZORPAY/TXN_57B936B0,3057.16,CREDIT,INR,HDFC Bank,UTR-GW_e4917f7d91c
BANK_09a85dc5013,TXN_7D54EC82,2026-08-31,NEFT/RAZORPAY/TXN_7D54EC82,3529.54,CREDIT,INR,SBI,UTR-GW_1689e0b8c79
BANK_10b6a6622ac,TXN_010E4265,2026-08-10,NEFT/RAZORPAY/TXN_010E4265,2489.73,CREDIT,INR,Axis Bank,UTR-GW_39ec8ca13fb
BANK_396d1ffb3a7,TXN_2240063B,2026-08-11,NEFT/RAZORPAY/TXN_2240063B,1604.9,CREDIT,INR,SBI,UTR-GW_7d7c59a5e6c
BANK_b09370850c5,TXN_E0653245,2026-08-11,NEFT/RAZORPAY/TXN_E0653245,2720.99,CREDIT,INR,ICICI Bank,UTR-GW_88e44a48c57
BANK_82f738611ad,TXN_0261C87A,2026-09-04,NEFT/RAZORPAY/TXN_0261C87A,2065.87,CREDIT,INR,Axis Bank,UTR-GW_19d9d0b5a96
BANK_3c08899054a,TXN_F91E5FCD,2026-08-05,NEFT/RAZORPAY/TXN_F91E5FCD,3322.02,CREDIT,INR,ICICI Bank,UTR-GW_68e5c8cdb41
BANK_198d13a40cd,TXN_82FF1F2E,2026-08-13,NEFT/RAZORPAY/TXN_82FF1F2E,3019.79,CREDIT,INR,SBI,UTR-GW_19ee2c3bb93
BANK_28ce231ed82,TXN_D9C59CD9,2026-08-10,NEFT/RAZORPAY/TXN_D9C59CD9,1495.81,CREDIT,INR,ICICI Bank,UTR-GW_a61acd8e6bf
BANK_70d0ebcb694,TXN_9C81FC46,2026-08-07,NEFT/RAZORPAY/TXN_9C81FC46,2112.04,CREDIT,INR,Kotak Mahindra,UTR-GW_e1446b45af3
BANK_3fa2bde0ba0,TXN_90A4A421,2026-08-28,NEFT/RAZORPAY/TXN_90A4A421,2976.5,CREDIT,INR,SBI,UTR-GW_ab7aeb66f4a
BANK_54b586353da,TXN_02FB2869,2026-08-19,NEFT/RAZORPAY/TXN_02FB2869,2283.68,CREDIT,INR,Axis Bank,UTR-GW_816ce054282
BANK_092c4801698,TXN_92B26ACD,2026-09-01,NEFT/RAZORPAY/TXN_92B26ACD,3313.75,CREDIT,INR,Kotak Mahindra,UTR-GW_7f9ad277db4
BANK_9ea87552c47,TXN_34F43404,2026-09-03,NEFT/RAZORPAY/TXN_34F43404,2323.78,CREDIT,INR,ICICI Bank,UTR-GW_f34a794974c
BANK_d26404b923f,TXN_5AEA6352,2026-08-25,NEFT/RAZORPAY/TXN_5AEA6352,3231.72,CREDIT,INR,SBI,UTR-GW_ccc7147ff6e
BANK_75175f39735,TXN_30C9C51F,2026-09-03,NEFT/RAZORPAY/TXN_30C9C51F,2530.47,CREDIT,INR,Kotak Mahindra,UTR-GW_c1d48a101b9
BANK_52645a59e1f,TXN_C7F4F4F9,2026-08-29,NEFT/RAZORPAY/TXN_C7F4F4F9,1648.94,CREDIT,INR,ICICI Bank,UTR-GW_b11af7262d5
BANK_dc57546d8c3,TXN_F8722413,2026-08-20,NEFT/RAZORPAY/TXN_F8722413,3299.91,CREDIT,INR,ICICI Bank,UTR-GW_2224a806ce0
BANK_c2c226ff1d8,TXN_EBD33927,2026-08-22,NEFT/RAZORPAY/TXN_EBD33927,3954.05,CREDIT,INR,ICICI Bank,UTR-GW_b5dc8a9afb3
BANK_c00c200c445,TXN_4932936E,2026-08-13,NEFT/RAZORPAY/TXN_4932936E,129.24,CREDIT,INR,ICICI Bank,UTR-GW_ceed0ffc6c2
BANK_3cd30e99638,TXN_08453B2F,2026-08-30,NEFT/RAZORPAY/TXN_08453B2F,4821.44,CREDIT,INR,Kotak Mahindra,UTR-GW_1a3c213173d
BANK_716ca1f2dec,TXN_C9C1AD45,2026-08-16,NEFT/RAZORPAY/TXN_C9C1AD45,4165.19,CREDIT,INR,HDFC Bank,UTR-GW_f740d87c500
BANK_0a670143609,TXN_B993FF63,2026-08-26,NEFT/RAZORPAY/TXN_B993FF63,2236.88,CREDIT,INR,Kotak Mahindra,UTR-GW_72e588e94b4
BANK_929af586ca3,TXN_27A158A0,2026-09-01,NEFT/RAZORPAY/TXN_27A158A0,960.63,CREDIT,INR,Axis Bank,UTR-GW_5297e1adedb
BANK_62c8c3f41d0,TXN_E78D147C,2026-08-17,NEFT/RAZORPAY/TXN_E78D147C,731.45,CREDIT,INR,HDFC Bank,UTR-GW_9f027cbfeb2
BANK_88802d4d89b,TXN_7C9F3BC3,2026-08-05,NEFT/RAZORPAY/TXN_7C9F3BC3,4375.08,CREDIT,INR,HDFC Bank,UTR-GW_a6ca8d50e5f
BANK_758fc8fa061,TXN_89AA4293,2026-08-21,NEFT/RAZORPAY/TXN_89AA4293,3816.43,CREDIT,INR,ICICI Bank,UTR-GW_f9e9cf93e0e
BANK_9e4c24ddb86,TXN_4236C0BF,2026-08-08,NEFT/RAZORPAY/TXN_4236C0BF,869.92,CREDIT,INR,Kotak Mahindra,UTR-GW_a155eb2c737
BANK_38491ecc889,TXN_AF95BE79,2026-08-12,NEFT/RAZORPAY/TXN_AF95BE79,2281.54,CREDIT,INR,Kotak Mahindra,UTR-GW_481186e9162
BANK_0149a2af0ab,TXN_EA06F94B,2026-09-02,NEFT/RAZORPAY/TXN_EA06F94B,1228.43,CREDIT,INR,HDFC Bank,UTR-GW_bab503fbddf
BANK_abc535452e6,TXN_3634646C,2026-09-02,NEFT/RAZORPAY/TXN_3634646C,2241.99,CREDIT,INR,Axis Bank,UTR-GW_d9f93502a55
BANK_48febf6d199,TXN_ABF39096,2026-08-08,NEFT/RAZORPAY/TXN_ABF39096,3274.39,CREDIT,INR,Kotak Mahindra,UTR-GW_3289f58b192
BANK_46d47d416fa,TXN_911DDC79,2026-08-22,NEFT/RAZORPAY/TXN_911DDC79,2921.68,CREDIT,INR,Axis Bank,UTR-GW_f56aabc050f
BANK_a06a187de2e,TXN_1BDC74A9,2026-08-09,NEFT/RAZORPAY/TXN_1BDC74A9,3005.8,CREDIT,INR,Kotak Mahindra,UTR-GW_14fc3a5d9b4
BANK_392a9fc4647,TXN_970C9EB4,2026-09-03,NEFT/RAZORPAY/TXN_970C9EB4,2096.65,CREDIT,INR,Kotak Mahindra,UTR-GW_8d3543be096
BANK_a605b7c9fb0,TXN_3BE8A5DF,2026-08-21,NEFT/RAZORPAY/TXN_3BE8A5DF,3646.42,CREDIT,INR,Axis Bank,UTR-GW_8494205c34e
BANK_8430f0fa390,TXN_2C816BF0,2026-08-25,NEFT/RAZORPAY/TXN_2C816BF0,2210.73,CREDIT,INR,ICICI Bank,UTR-GW_5d8416e060e
BANK_6a241f463af,TXN_3AE0ACDB,2026-08-21,NEFT/RAZORPAY/TXN_3AE0ACDB,4116.9,CREDIT,INR,SBI,UTR-GW_47e321c2a4b
BANK_ec257a75421,TXN_3E612D66,2026-08-14,NEFT/RAZORPAY/TXN_3E612D66,3754.78,CREDIT,INR,Kotak Mahindra,UTR-GW_97a418b892d
BANK_cb6bf562248,TXN_48907B6D,2026-09-02,NEFT/RAZORPAY/TXN_48907B6D,2379.58,CREDIT,INR,ICICI Bank,UTR-GW_72fefdc2377
BANK_d3966f0a6b7,TXN_98B6691B,2026-08-12,NEFT/RAZORPAY/TXN_98B6691B,1352.64,CREDIT,INR,HDFC Bank,UTR-GW_60d2759a3ad
BANK_85a4b0cb6e7,TXN_1E158E2F,2026-08-25,NEFT/RAZORPAY/TXN_1E158E2F,3499.18,CREDIT,INR,ICICI Bank,UTR-GW_215d3b1fa8c
BANK_e8fb5a963b8,TXN_59BB8900,2026-08-09,NEFT/RAZORPAY/TXN_59BB8900,1338.54,CREDIT,INR,SBI,UTR-GW_e869707cbdc
BANK_95dad216a6c,TXN_85C53910,2026-08-17,NEFT/RAZORPAY/TXN_85C53910,4376.88,CREDIT,INR,HDFC Bank,UTR-GW_6001f54d01d
BANK_b49b4b72c63,TXN_69C9520F,2026-08-24,NEFT/RAZORPAY/TXN_69C9520F,686.48,CREDIT,INR,ICICI Bank,UTR-GW_7b8301cf8eb
BANK_a2c8cf62f6e,TXN_19ABDC15,2026-08-05,NEFT/RAZORPAY/TXN_19ABDC15,1882.92,CREDIT,INR,ICICI Bank,UTR-GW_c93c9cc6668
BANK_f21a6f380eb,TXN_147D7BFC,2026-08-14,NEFT/RAZORPAY/TXN_147D7BFC,3464.33,CREDIT,INR,HDFC Bank,UTR-GW_6263307cb97
BANK_163b5481284,TXN_C8B190E1,2026-08-18,NEFT/RAZORPAY/TXN_C8B190E1,2038.59,CREDIT,INR,SBI,UTR-GW_b2cd9a0a840
BANK_f68ae9b79b3,TXN_EB4F3638,2026-08-14,NEFT/RAZORPAY/TXN_EB4F3638,2663.28,CREDIT,INR,Axis Bank,UTR-GW_b9e439ef48d
BANK_f74f6900715,TXN_4B541670,2026-08-23,NEFT/RAZORPAY/TXN_4B541670,314.3,CREDIT,INR,Axis Bank,UTR-GW_cd8d9f751df
BANK_6994bf8450d,TXN_DCAD8EC2,2026-08-22,NEFT/RAZORPAY/TXN_DCAD8EC2,1914.42,CREDIT,INR,Kotak Mahindra,UTR-GW_420079f51dc
BANK_ee25356aaee,TXN_578CD875,2026-08-19,NEFT/RAZORPAY/TXN_578CD875,4636.23,CREDIT,INR,HDFC Bank,UTR-GW_2db13debee6
BANK_db6a34eac3a,TXN_D61A080A,2026-08-31,NEFT/RAZORPAY/TXN_D61A080A,4199.39,CREDIT,INR,Kotak Mahindra,UTR-GW_c768833927e
BANK_cc9cf41c869,TXN_DE67A278,2026-08-26,NEFT/RAZORPAY/TXN_DE67A278,1869.94,CREDIT,INR,HDFC Bank,UTR-GW_fc014a222ed
BANK_dca1adcc9cd,TXN_1ED072E9,2026-08-18,NEFT/RAZORPAY/TXN_1ED072E9,4619.99,CREDIT,INR,SBI,UTR-GW_50ce857f75c
BANK_3a8359b6af9,TXN_35E574E0,2026-08-10,NEFT/RAZORPAY/TXN_35E574E0,3694.44,CREDIT,INR,Axis Bank,UTR-GW_5f4faf10c08
BANK_c90b945450d,TXN_2648C819,2026-08-29,NEFT/RAZORPAY/TXN_2648C819,2641.81,CREDIT,INR,Kotak Mahindra,UTR-GW_2d36226c027
BANK_581993cc41f,TXN_411920F6,2026-08-06,NEFT/RAZORPAY/TXN_411920F6,3921.31,CREDIT,INR,ICICI Bank,UTR-GW_18a73d94a13
BANK_653c8f74a50,TXN_679F2F42,2026-08-18,NEFT/RAZORPAY/TXN_679F2F42,2141.12,CREDIT,INR,HDFC Bank,UTR-GW_1440adec124
BANK_1a5ed19665a,TXN_2F132A6D,2026-08-10,NEFT/RAZORPAY/TXN_2F132A6D,1911.39,CREDIT,INR,Axis Bank,UTR-GW_ba4f4b03200
BANK_205c8491a06,TXN_1A9B0D42,2026-08-11,NEFT/RAZORPAY/TXN_1A9B0D42,3551.2,CREDIT,INR,Axis Bank,UTR-GW_15956c4227c
BANK_a18c549274e,TXN_F99863F2,2026-09-01,NEFT/RAZORPAY/TXN_F99863F2,4506.54,CREDIT,INR,Kotak Mahindra,UTR-GW_45bcf3baef5
BANK_781d5b6c496,TXN_711DC1DD,2026-08-31,NEFT/RAZORPAY/TXN_711DC1DD,2621.77,CREDIT,INR,Axis Bank,UTR-GW_4282b6e4698
BANK_a55fa725bcb,TXN_98D53CF5,2026-08-24,NEFT/RAZORPAY/TXN_98D53CF5,2904.27,CREDIT,INR,HDFC Bank,UTR-GW_8c57a27701d
BANK_03c501fe269,TXN_F83F5274,2026-08-29,NEFT/RAZORPAY/TXN_F83F5274,673.4,CREDIT,INR,Axis Bank,UTR-GW_f8eaca362f9
BANK_d76f1e65e54,TXN_548B2CE3,2026-08-17,NEFT/RAZORPAY/TXN_548B2CE3,898.49,CREDIT,INR,SBI,UTR-GW_f39ef1bec02
BANK_f6121d2cae7,TXN_3F46057B,2026-08-20,NEFT/RAZORPAY/TXN_3F46057B,1863.7,CREDIT,INR,ICICI Bank,UTR-GW_32fd73c5089
BANK_2ad820ca03d,TXN_A3760C2D,2026-08-18,NEFT/RAZORPAY/TXN_A3760C2D,2233.37,CREDIT,INR,SBI,UTR-GW_e3347bac5c4
BANK_a008ac20c27,TXN_98A15E4F,2026-08-08,NEFT/RAZORPAY/TXN_98A15E4F,3732.37,CREDIT,INR,Axis Bank,UTR-GW_16e827b0c55
BANK_402da0fa227,TXN_8EF00DE1,2026-08-07,NEFT/RAZORPAY/TXN_8EF00DE1,1370.53,CREDIT,INR,Axis Bank,UTR-GW_58e9d0aac1b
BANK_d1c56a004bb,TXN_52DCBFFD,2026-08-18,NEFT/RAZORPAY/TXN_52DCBFFD,1243.45,CREDIT,INR,HDFC Bank,UTR-GW_de1f1619467
BANK_7f5f61aaaee,TXN_DB592A19,2026-09-01,NEFT/RAZORPAY/TXN_DB592A19,2309.69,CREDIT,INR,Kotak Mahindra,UTR-GW_3d211daf9ec
BANK_a86d8706637,TXN_D5CF3B4C,2026-08-29,NEFT/RAZORPAY/TXN_D5CF3B4C,264.51,CREDIT,INR,SBI,UTR-GW_df9d39102db
BANK_e3f342a8f03,TXN_EBC8F6B7,2026-08-25,NEFT/RAZORPAY/TXN_EBC8F6B7,1106.29,CREDIT,INR,HDFC Bank,UTR-GW_edabddab7dc
BANK_3faeef01a82,TXN_4DCCB05D,2026-09-02,NEFT/RAZORPAY/TXN_4DCCB05D,3830.18,CREDIT,INR,HDFC Bank,UTR-GW_f5e90352374
BANK_88adb388287,TXN_ACAB8B69,2026-09-08,NEFT/RAZORPAY/TXN_ACAB8B69,3698.15,CREDIT,INR,ICICI Bank,UTR-GW_6d54c95aaa4
BANK_5c29850b410,TXN_A21C1209,2026-08-27,NEFT/RAZORPAY/TXN_A21C1209,984.71,CREDIT,INR,HDFC Bank,UTR-GW_52cdadefb9d
BANK_eb4aede646a,TXN_E3EC4F6A,2026-09-06,NEFT/RAZORPAY/TXN_E3EC4F6A,3048.25,CREDIT,INR,ICICI Bank,UTR-GW_fc0145e14ce
BANK_b93c92d513c,TXN_5DF924FB,2026-08-21,NEFT/RAZORPAY/TXN_5DF924FB,627.04,CREDIT,INR,HDFC Bank,UTR-GW_3ba581263ff
BANK_6f2e92b9d13,TXN_A46ACC9A,2026-08-25,NEFT/RAZORPAY/TXN_A46ACC9A,2767.73,CREDIT,INR,ICICI Bank,UTR-GW_ceef7261bb1
BANK_0ceeddc2273,TXN_C704E80E,2026-08-24,NEFT/RAZORPAY/TXN_C704E80E,2283.91,CREDIT,INR,SBI,UTR-GW_4e0648d00dd
BANK_2160446eb2a,TXN_21D72432,2026-08-12,NEFT/RAZORPAY/TXN_21D72432,3760.08,CREDIT,INR,ICICI Bank,UTR-GW_9249ee3a79d
BANK_592ab43d5d8,TXN_3F09F7A6,2026-08-14,NEFT/RAZORPAY/TXN_3F09F7A6,2972.73,CREDIT,INR,HDFC Bank,UTR-GW_c6da85f1442
BANK_15f7ef61da4,TXN_CD840A47,2026-08-10,NEFT/RAZORPAY/TXN_CD840A47,3813.36,CREDIT,INR,ICICI Bank,UTR-GW_70c23600255
BANK_4237692ac01,TXN_B19C905E,2026-09-01,NEFT/RAZORPAY/TXN_B19C905E,4727.48,CREDIT,INR,HDFC Bank,UTR-GW_73373c2f4e1
BANK_110c8d92022,TXN_86DC4E34,2026-08-24,NEFT/RAZORPAY/TXN_86DC4E34,2839.69,CREDIT,INR,SBI,UTR-GW_0f635f4a2b9
BANK_2fb90ccf168,TXN_A63FCF12,2026-08-15,NEFT/RAZORPAY/TXN_A63FCF12,2825.57,CREDIT,INR,Axis Bank,UTR-GW_6175a257fad
BANK_469ff562805,TXN_7D6C3D2A,2026-08-08,NEFT/RAZORPAY/TXN_7D6C3D2A,1949.52,CREDIT,INR,ICICI Bank,UTR-GW_04b40ac9283
BANK_afbffde4a02,TXN_39BFC9B6,2026-08-16,NEFT/RAZORPAY/TXN_39BFC9B6,381.44,CREDIT,INR,ICICI Bank,UTR-GW_6491982be5a
BANK_229fe85be8d,TXN_34EE0B67,2026-08-26,NEFT/RAZORPAY/TXN_34EE0B67,508.12,CREDIT,INR,SBI,UTR-GW_8a962a1194b
BANK_f610f40d69f,TXN_88702AE7,2026-08-25,NEFT/RAZORPAY/TXN_88702AE7,4167.9,CREDIT,INR,Kotak Mahindra,UTR-GW_2f237c4d1e4
BANK_aff7ff5d3b1,TXN_1B555F6D,2026-08-06,NEFT/RAZORPAY/TXN_1B555F6D,3948.99,CREDIT,INR,Kotak Mahindra,UTR-GW_c32fc21b06b
BANK_f3402dd3451,TXN_2F191516,2026-08-25,NEFT/RAZORPAY/TXN_2F191516,3837.04,CREDIT,INR,SBI,UTR-GW_794e08387dc
BANK_61603399d30,TXN_DDFC2A92,2026-08-20,NEFT/RAZORPAY/TXN_DDFC2A92,2615.03,CREDIT,INR,SBI,UTR-GW_532c5c01b01
BANK_8ec57d470a0,TXN_85494255,2026-08-24,NEFT/RAZORPAY/TXN_85494255,347.01,CREDIT,INR,SBI,UTR-GW_d3b6ef1b74f
BANK_172720fa73a,TXN_4931B2D4,2026-08-29,NEFT/RAZORPAY/TXN_4931B2D4,71.67,CREDIT,INR,Axis Bank,UTR-GW_4b5f174b6c2
BANK_b622e18ee83,TXN_0660A3E9,2026-08-13,NEFT/RAZORPAY/TXN_0660A3E9,4031.16,CREDIT,INR,HDFC Bank,UTR-GW_e588b999971
BANK_df0ddef190c,TXN_BA146757,2026-08-12,NEFT/RAZORPAY/TXN_BA146757,2129.81,CREDIT,INR,SBI,UTR-GW_9cb0c90c82f
BANK_dafc38057f6,TXN_723DFACD,2026-08-29,NEFT/RAZORPAY/TXN_723DFACD,3117.94,CREDIT,INR,Axis Bank,UTR-GW_1e18046d2e4
BANK_2f51ac6e0c8,TXN_711EBE6F,2026-08-12,NEFT/RAZORPAY/TXN_711EBE6F,3468.68,CREDIT,INR,Axis Bank,UTR-GW_01aec50599a
BANK_c98cfd48928,TXN_EB9E54E0,2026-09-01,NEFT/RAZORPAY/TXN_EB9E54E0,871.14,CREDIT,INR,Kotak Mahindra,UTR-GW_6abdb05a1be
BANK_54470290464,TXN_E5C482FF,2026-08-31,NEFT/RAZORPAY/TXN_E5C482FF,4731.16,CREDIT,INR,SBI,UTR-GW_c2294116115
BANK_86800a0b427,TXN_FCB86F9E,2026-09-02,NEFT/RAZORPAY/TXN_FCB86F9E,3021.73,CREDIT,INR,Kotak Mahindra,UTR-GW_b04ba584b95
BANK_bccaba381e3,TXN_CED7CD17,2026-08-15,NEFT/RAZORPAY/TXN_CED7CD17,3797.95,CREDIT,INR,Axis Bank,UTR-GW_3b93a53f9c0
BANK_55520712af9,TXN_A3FF8FD2,2026-08-22,NEFT/RAZORPAY/TXN_A3FF8FD2,2139.85,CREDIT,INR,Kotak Mahindra,UTR-GW_412181a3481
BANK_55c9bf0fe55,TXN_AC273009,2026-08-27,NEFT/RAZORPAY/TXN_AC273009,1322.3,CREDIT,INR,ICICI Bank,UTR-GW_cc18dd0e797
BANK_d73aae7b47c,TXN_8E2017E1,2026-08-07,NEFT/RAZORPAY/TXN_8E2017E1,4072.24,CREDIT,INR,HDFC Bank,UTR-GW_93d054e4355
BANK_73b0220d5f2,TXN_DD56030E,2026-08-20,NEFT/RAZORPAY/TXN_DD56030E,1373.81,CREDIT,INR,Axis Bank,UTR-GW_b48c531b4ee
BANK_53cc6b95c68,TXN_8188DE48,2026-08-12,NEFT/RAZORPAY/TXN_8188DE48,1202.34,CREDIT,INR,Axis Bank,UTR-GW_e7ab2ef77b8
BANK_0bcfd0fce3a,TXN_B6B38FBC,2026-08-10,NEFT/RAZORPAY/TXN_B6B38FBC,2796.48,CREDIT,INR,Axis Bank,UTR-GW_010d583f1da
BANK_f553056703e,TXN_33579B27,2026-09-01,NEFT/RAZORPAY/TXN_33579B27,1654.85,CREDIT,INR,Axis Bank,UTR-GW_88433a3846d
BANK_0ceaaf73ace,TXN_92F71993,2026-08-10,NEFT/RAZORPAY/TXN_92F71993,4171.13,CREDIT,INR,ICICI Bank,UTR-GW_4fb67094123
